"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"15099","yes",-2.061186,-1.93238,NA,0.198507,0.40258,NA,166,18,-2.1,165,17,-2.1,1,1,0,0.2,124.2,0.2,-41.6,0,165.5,0.25,34.6951,-44.869,113.3588,-53.9833,74.3814,7.49,211.9778,1.12699,-0.67382,-0.34287,1.49319,-0.7251,-0.97069,-30.3,23.8,27,-60.7,-24,7,30.4,47.8,20,-0.5882,-0.3986,NA,-0.2566,-0.5604,NA,-16.7,-75,-0.6,-24.6,-84.2,-0.6,7.84,9.16,0,18,0.2631,74.4899,8.5696,-20.1916,4.0916,-78.5198,5.5773,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,48,14.88792,0,0,0,0,0,0,"D"
"15123","yes",-1.341813,-1.11618,NA,0.282199,0.282094,NA,169,20,-1.3,162,16,-1.3,7,4,0,1.3,126.8,1.7,-45.3,9.1,165.3,6.52,1.9833,-16.183,4.2384,-16.4085,42.3986,-39.9745,26.7606,0.28312,0.30064,0.80258,-1.12408,1.09287,-0.73941,-10.4,-25.9,13,-34.2,-45.1,7,23.8,19.2,6,0.8278,0.2973,NA,0.742,1.1533,NA,-18.9,-77.8,0.8,-34.4,-94,0.8,15.51,16.2,0,18,0.3006,60.6877,29.0768,-27.5121,8.9176,-88.5655,16.4264,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,17.49029,0,0,0,0,0,0,"D"
"15254","yes",-1.908453,45,NA,0.422463,6.708204,NA,166,18,-1.9,165,17,-1.9,1,1,0,0,124,0,-41.8,0,165.4,0.25,8.2556,-16.1756,0.111,35.2489,47.5816,-92.2667,27.9132,1.87998,2.38603,3.17504,-1.69764,1.85749,-1.87415,41.3,-76.3,32,14.8,-96.3,19,26.5,20,13,-0.5144,-0.0719,NA,-0.5556,0.7747,NA,-23.5,-98.1,-0.5,-37.1,-120.4,-0.5,13.57,22.36,0,18,0.5253,33.2758,55.6868,-28.5963,12.1329,-112.0264,31.0537,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,47,28.20404,0,0,0,0,0,0,"D"
"15322","yes",-0.356317,0.807453,NA,-0.885097,1.658711,NA,5,19,-0.4,3.5,18,-0.4,1.46,1,0,0.2,120.2,0.2,14.4,0.1,4.5,0.2,14.6354,-45.0923,7.0455,-28.0692,8.7214,-11.6092,40.855,-0.84407,0.39062,-0.1381,0.56046,-1.13359,-0.71516,-21.9,-5.3,21,-31.6,-27.4,8,9.7,22.09,13,-2.1739,-2.1739,NA,1.0623,1.0623,NA,-44,21.4,-2.2,-44,21.4,-2.2,0,0,0,7,0,-107.4901,0,-43.9609,0,21.4432,0,-0.2629,-1.2971,NA,-1.1041,-0.1777,NA,50.7,-40.8,-0.3,27.4,-118,-0.3,23.3,77.2,0,36,41.29846,10.62846,439.19653,44.55,61.3346,-76.73077,606.51022,"D"
"15340","yes",-1.344168,-0.876067,NA,0.406306,-0.474415,NA,4.3,18,-1.3,3.1,16,-1.3,1.17,2,0,0.3,118.9,0.1,14.8,0.1,3.6,0.16,67.4846,-36.6675,11.9961,9.755,232.3061,-69.035,454.7823,-1.14785,-1.21489,-1.45228,-0.44515,0.24765,-0.35002,28.6,-29.8,29,-20.3,-99.2,6,48.9,69.4,23,0.5915,-0.4445,NA,0.1769,-1.118,NA,87,35.7,0.6,-149.6,-102,0.6,236.55,137.66,0,2,4.2846,-71.3873,2033.6109,-46.5945,2988.4961,-7.2136,2263.3332,-1.2611,-0.2718,NA,0.2761,0.8046,NA,50.1,-110,-1.3,38.1,-144,-1.3,12,34,0,36,7.99936,-40.455,55.10664,43.375,14.29936,-133.425,89.43013,"D"
"15434","yes",-1.150337,0.961382,NA,0.594172,-1.708728,NA,0.4,18,-1.2,-0.5,17,-1.2,0.88,1,0,0.2,118.6,0.2,16,0.1,-0.1,0.09,27.7394,-38.3273,50.2904,-5.478,226.4707,-44.6727,464.4844,-1.45755,-1.28609,-0.8887,0.17984,-0.08697,0.29512,18.7,-12.5,24,-25.2,-81.2,6,43.9,68.7,18,0.8703,0.6471,NA,-1.0649,-0.9277,NA,61.6,16.5,0.9,0,-42.1,0.9,61.63,58.56,0,3,0.4799,112.2427,505.8635,37.7674,218.6031,-4.3322,248.0254,-1.4917,-0.4722,NA,0.2672,0.7843,NA,53.9,-95.6,-1.5,47.2,-133,-1.5,6.7,37.4,0,31,16.38214,-35.08182,75.54338,49.93864,4.89964,-120.99545,111.1023,"D"
"15467","yes",-1.197825,-1.180556,NA,-0.024325,-0.931315,NA,-0.6,18,-1.2,-1.6,17,-1.2,0.99,1,0,0.2,118,0,16.4,0.1,-1.1,0.08,8.1067,-35.8588,22.8365,-17.0063,51.93,-30.2059,104.1746,-1.31319,-0.52131,-1.15719,0.38042,-0.653,0.07556,-2.3,-17.9,15,-25.1,-54.8,5,22.83,36.9,10,3.6998,1.4067,NA,1.4658,-1.3446,NA,82.1,-13.8,3.7,13.2,-110.1,3.7,68.85,96.29,0,2,0.3271,98.9893,574.8375,34.3904,170.5521,-40.5798,457.0648,-0.6273,-1.626,NA,-0.9571,0.0138,NA,51.7,-17.6,-0.6,15.6,-130,-0.6,36.1,112.4,0,44,104.29176,5.49902,1189.89351,40.51765,147.86468,-74.10588,1707.84896,"D"
"15547","yes",-1.364915,5.791962,NA,-0.219507,-2.74986,NA,-0.7,18,-1.4,-2,17,-1.4,1.29,1,0,0.1,118.5,0.3,16.1,0,-1.4,0.17,45.1412,-60.482,53.7672,-27.824,7.6104,6.8732,200.1599,-0.60241,-0.92761,-1.1669,0.51086,-0.47328,-0.37888,-21.3,24.4,32,-31.8,-23.3,10,10.5,47.7,22,-0.3819,0.0403,NA,0.5024,-0.8394,NA,108.6,50.8,-0.4,-8.7,-40.5,-0.4,117.32,91.33,0,1,0.1751,108.3957,545.9896,38.3324,765.0392,13.4973,411.4169,-0.9169,1.2189,NA,0.432,1.288,NA,55,-132,-0.9,12.8,-162,-0.9,42.2,30,0,41,11.66367,-74.904,24.3657,28.55,152.66296,-155.06,57.97592,"D"
"15562","yes",-0.100466,NA,NA,-1.160438,NA,NA,-1.7,18,-0.1,-2.6,18,-0.1,0.89,0,0,0,118.9,0.1,16.1,0,-1.9,0.08,2.6183,-40.6056,6.5411,-6.0933,35.7168,-39.4778,142.0509,-0.18038,-0.40413,-0.82208,-0.98539,0.90111,0.3711,0.1,-12.3,14,-20,-51.4,8,20.05,39.1,6,-1.9735,-1.5189,NA,-0.2788,0.549,NA,41.5,24.5,-2,0,-22.4,-2,41.53,46.83,0,2,2.7683,110.1111,1328.7352,24.893,361.1948,-5.459,416.5058,1.676,-1.4446,NA,-1.5555,-0.4152,NA,68.1,-53.1,1.7,45,-147,1.7,23.1,93.9,0,45,10.05397,-14.82028,1087.03504,62.11111,37.25873,-90.57778,1195.46063,"D"
"15590","yes",-1.274333,14.810763,NA,-0.190367,-4.034002,NA,-1.2,18,-1.3,-2.1,17,-1.3,0.95,1,0,0.1,118.2,0.1,16.2,0,-1.6,0.08,28.6451,-43.6509,25.4088,28.0916,110.3846,-82.5018,266.5039,-0.1525,-0.75946,0.83883,-0.87134,0.47672,-1.21673,39.7,-46.9,31,2.5,-104,11,37.22,57.1,20,5.12,19.9175,NA,-1.232,3.7687,NA,52.9,43.6,5.1,23.1,-32,5.1,29.77,75.64,0,5,0.3616,109.9089,39.2803,41.5191,27.2913,-18.4184,116.3843,-0.6788,-1.679,NA,-0.9475,-0.1513,NA,57.1,-68,-0.7,14.2,-161,-0.7,42.9,93,0,34,39.20067,-29.57145,881.18923,43.84182,197.15729,-111.99455,1267.06793,"D"
"15609","yes",-1.005229,43,NA,0.38452,-6.557439,NA,-1.1,18,-1,-2.3,17,-1,1.22,1,0,0,118,0,16.6,0,-1.8,0.12,55.7896,-38.486,13.5879,20.8286,180.5936,-80.393,412.0207,-1.02267,-1.39298,-0.82809,-0.59547,0.35176,-0.80773,35.2,-44.5,31,-6.2,-103,9,41.41,58.5,22,-0.263,-0.1181,NA,-0.0757,0.0901,NA,72,31.1,-0.3,-14,-87.3,-0.3,85.96,118.4,0,1,0.2447,106.9498,261.027,26.493,395.0596,-28.8134,803.0589,-1.0302,-0.7712,NA,0.4875,0.8603,NA,51.6,-46.1,-1,40.9,-134,-1,10.7,87.9,0,25,78.51495,-25.84512,566.66975,45.38605,11.44123,-108.00698,861.08019,"D"
"15631","yes",-1.476962,NA,NA,-0.034201,NA,NA,-0.4,18,-1.5,-1.1,18,-1.5,0.73,0,0,0,118.5,0.3,16,0,-0.8,0.06,21.5455,-36.4756,12.4096,19.3176,63.9813,-84.64,128.402,0.26996,-0.02967,1.20324,-1.18365,1.03065,-1.39524,26.8,-56.9,29,-0.8,-96.1,11,27.64,39.2,18,-0.4585,0.7377,NA,-0.2787,-1.0935,NA,60.2,22.4,-0.5,-13.9,-138.5,-0.5,74.1,160.94,0,3,0.401,105.7935,837.3976,26.3565,331.0745,-27.5402,1559.5286,-1.3645,-0.7249,NA,-0.2022,-0.7632,NA,55.6,-17.3,-1.4,15.4,-101,-1.4,40.2,83.7,0,14,68.03737,29.17867,463.17507,37.67778,196.97768,-44.81556,690.68134,"D"
"15678","yes",1.652482,8.534488,NA,-0.385758,-3.192877,NA,-88.8,5,1.7,-89,4,1.7,0.2,1,0,0.1,0.2,0.1,5.2,0,-88.9,0,14.1616,0,0,0,0,0,0,NA,NA,2.83818,NA,NA,1.37011,0,0,31,0,0,14,0,0,17,1.6971,0.99,NA,0.9103,-0.0906,NA,-47.2,-70.4,1.7,-51.1,-75.5,1.7,3.94,5.07,0,29,0.2449,61.3215,1.0988,-49.5964,0.5652,-72.7529,1.0824,-0.6148,-0.5923,NA,-0.8915,-0.8383,NA,30.5,127,-0.6,29,124,-0.6,1.5,3,0,33,1.60041,148.42,0.24857,29.97,0.19929,126.06,1.15959,"D"
"15699","yes",-1.386045,11.094417,NA,0.302597,3.54848,NA,-87.4,5,-1.4,-87.6,4,-1.4,0.2,1,0,0.1,0.8,0,4.5,0.6,-87.5,0.01,70.2384,0,0,0,0,0,0,NA,NA,-1.06533,NA,NA,0.66209,0,0,40,0,0,14,0,0,26,3.6555,-0.3356,NA,1.721,-0.1288,NA,-35.1,-62.2,3.7,-55.3,-75.4,3.7,20.21,13.21,0,29,1.0291,66.5879,21.0237,-49.3453,17.3609,-67.6974,9.0289,-1.6567,0.2917,NA,0.3271,-1.4731,NA,42,176,-1.7,22.9,-179,-1.7,19.1,355,0,32,22.76533,124.20455,9242.16649,30.93636,58.25958,74.34091,14575.25317,"D"
"15765","yes",-0.320589,-1.084403,NA,0.863672,-0.261733,NA,-82.1,11,-0.3,-87.1,2,-0.3,5,9,0,6.8,-18.8,30,-2.5,1.8,-85.5,2.1,133.6097,99.0043,411.7058,-28.2402,113.9999,5.0578,2828.3659,1.47042,-1.10619,-0.95955,1.47109,0.55646,0.32288,2,106,51,-39.8,-55.7,13,41.81,161.7,38,1.3563,2.9965,NA,-1.2945,1.6457,NA,68.5,123.1,1.4,-51.5,65.7,1.4,119.97,57.39,0,3,28.5662,55.1974,243.974,31.3869,763.3068,84.0174,123.9471,-0.5961,-0.5567,NA,-0.315,0.6616,NA,16.8,59.7,-0.6,9.8,-84.4,-0.6,7.02,144.1,0,30,51.19807,45.19565,30027.8942,13.88652,3.10258,-32.85304,1727.62157,"D"
"15823","yes",0.278814,-1.249495,NA,1.030001,-0.465953,NA,-81,11,0.3,-87.7,1,0.3,6.7,10,0,11,-17.3,97.8,-1.6,1.2,-85.8,3.34,24.4717,80.0019,130.2967,-32.0873,155.6883,41.4348,787.9709,-0.46922,-1.33878,-1.14546,0.86363,0.0407,0.38897,-3.2,90.1,30,-44.2,1.1,14,40.97,88.97,16,1.0946,-0.1782,NA,-1.3765,-1.16,NA,94.3,83.9,1.1,-113,-107.3,1.1,207.33,191.25,0,12,4.2153,57.7216,1886.245,14.1299,2303.136,33.199,3939.0922,-0.163,-1.2452,NA,-0.5624,0.5196,NA,16.3,113,-0.2,4.1,-76.6,-0.2,12.2,189.6,0,24,82.98492,32.05769,29957.50641,10.45519,10.09365,-4.02442,4082.02888,"D"
"15848","yes",-0.652076,-1.04778,NA,-0.859667,0.263059,NA,-77.9,6,-0.7,-83.8,1,-0.7,5.9,5,0,2.3,3.1,100.4,-3.6,0.5,-79.7,3.67,10.5273,71.6476,17.9265,7.8024,98.5954,107.381,169.1226,0.43458,-0.81624,1.89498,-1.17325,-0.54934,-1.47191,17.1,123,34,-18,78.1,20,35.1,44.9,14,-1.9217,-1.9312,NA,-0.3884,-0.4008,NA,47.1,83.9,-1.9,-43.8,-112.9,-1.9,90.86,196.84,0,6,6.6858,42.822,975.3923,4.4254,1624.2427,-0.7274,8770.747,-1.7522,-1.3131,NA,-0.0274,-0.4597,NA,22,123,-1.8,1.1,-28.6,-1.8,20.95,151.6,0,42,50.40418,-150.88095,8525.66841,11.54333,64.7296,67.9819,2705.92295,"D"
"15900","yes",-1.792087,0.56937,NA,-0.183859,-0.236331,NA,-5,20,-1.8,-7,18,-1.8,1.95,2,0,0.3,120.1,0.8,25.5,0,-5.9,0.59,34.8101,11.3198,77.1178,17.073,651.6836,-25.6217,26.5426,-1.48357,-1.58159,-1.27371,-0.34856,-0.25577,0.40269,44.9,-19.4,49,-23.1,-33.1,30,68,13.7,19,-0.3912,0.6264,NA,-0.1676,-0.6383,NA,26.7,136.4,-0.4,7.8,100.7,-0.4,18.92,35.68,0,8,1.7971,-29.8295,89.8202,16.4435,19.0999,122.0263,57.9296,-1.2669,-1.2513,NA,-0.2092,0.8258,NA,60.1,175,-1.3,33.4,-179,-1.3,26.7,354,0,39,18.34058,-40.34783,22282.05411,47.96957,75.9195,-45.82609,17037.30242,"D"
"15937","yes",-0.800821,0.815523,NA,0.82188,0.120301,NA,-5.6,20,-0.8,-6.3,18,-0.8,0.77,2,0,0.3,121.2,0.2,25.5,0.1,-6,0.06,10.996,104.1063,3.5774,22.4031,18.9093,33.9606,261.9914,0.01619,-0.57169,-0.37212,-0.96229,-0.92784,0.33976,27.4,47.8,39,12,-1,27,15.4,48.82,12,2.0775,0.0963,NA,0.1674,-0.6414,NA,43.6,135,2.1,17.2,111.1,2.1,26.44,23.88,0,7,1.7419,-7.1249,111.7953,29.7216,22.8662,124.7478,31.1904,-1.3805,-2.01,NA,0.147,0.2369,NA,53.1,176,-1.4,41.6,-180,-1.4,11.5,356,0,30,10.30645,-0.71875,25954.40222,47.34688,14.44386,-11.5,22368.96774,"D"
"15961","yes",1.618699,8.452047,NA,-1.630266,-1.276644,NA,-4.9,20,1.6,-7.1,18,1.6,2.19,2,0,0.1,120.8,0.2,25.3,0,-5.4,0.35,16.825,100.8395,293.8091,-36.5186,51.3492,-2.2216,461.9106,0.57893,-1.40641,-0.30711,1.10306,-0.0434,-0.48577,-17.9,31.1,46,-44.9,-34.2,31,27,65.3,15,-0.6263,-0.1477,NA,0.0927,-0.1976,NA,37.2,138.3,-0.6,18.5,116.6,-0.6,18.72,21.69,0,10,0.2359,-0.6124,46.0888,27.0427,21.9165,129.1794,22.6636,0.5945,-1.4756,NA,-1.1873,-0.7119,NA,57.2,179,0.6,25.5,-179,0.6,31.7,358,0,36,14.99668,95.48837,15182.54153,48.38605,74.35551,40.16279,21892.56811,"D"
"15991","yes",-0.229831,23.84083,NA,0.769593,4.994194,NA,-93,4,-0.2,-93.4,3,-0.2,0.4,1,0,0.037,1.0264,0.0246,6.7436,0.2894,-93.2472,0.0118,14.3628,62.0226,200.7595,-32.9309,341.1775,43.8592,474.4354,-1.12314,0.56276,-0.4903,-0.41667,-1.16284,0.26881,-9.9,65.9,24,-65,-14.3,8,55.06,80.2,16,2.0144,0.0555,NA,-0.1172,-0.5574,NA,51,144.8,2,-42.3,0,2,93.32,144.84,0,2,1.2075,63.7825,1014.4281,8.9643,230.1429,86.0674,950.1338,-1.2789,-1.8716,NA,-0.0088,0.2534,NA,54.5,176,-1.3,29.8,-178,-1.3,24.7,354,0,44,34.47678,-10.73585,21590.69811,42.81887,62.73079,-13.28302,16851.82221,"D"
"16015","yes",-0.881137,NA,NA,0.222657,NA,NA,-93.5,3,-0.9,-93.7,3,-0.9,0.2,0,0,0,1.6778,0.0117,7.3047,0.0639,-93.5667,0.0027,82.9192,111.5689,527.6067,-53.06,41.1434,-3.9598,1072.1745,0.13961,-1.15608,-1.47,0.96898,0.38543,-0.07312,-37.3,58.8,36,-60.7,-44.2,10,23.4,103,26,0.536,-0.5464,NA,0.3161,0.0354,NA,50.7,80,0.5,-9,-21.1,0.5,59.69,101.08,0,3,0.8162,117.7984,239.0366,20.7815,135.2935,23.986,604.863,-1.1416,-0.5167,NA,0.0029,-1.1845,NA,54.1,179,-1.1,40.6,-176,-1.1,13.5,355,0,33,47.48182,31.6,26450.38182,47.6,15.03045,70.11111,17345.73737,"D"
"16056","yes",-1.513346,1.299859,NA,-0.224472,-0.910566,NA,-92.2,10,-1.5,-96.4,6,-1.5,4.2,4,0,0.8,-27.4,2.2,59.7,0.5,-94.3,2.01,5.0012,128.7268,313.4195,49.6244,89.6424,91.2146,1.0963,-0.20488,1.59451,1.60174,-1.10126,1.31352,-1.56691,57.6,94.2,39,27.8,90,31,29.8,4.2,8,-0.6566,-1.352,NA,0.3088,-0.2515,NA,62.4,137.7,-0.7,-31,31.6,-0.7,93.33,106.11,0,10,3.0598,52.4231,1515.2959,16.9429,654.7241,88.6449,1003.1154,3.4166,-1.3875,NA,1.9796,-0.5061,NA,-10,137,3.4,-20.4,125,3.4,10.4,12,0,35,5.52195,-19.87805,31144.55976,-17.76829,5.80522,132.58537,18.99878,"E"
"16108","yes",0.688925,-0.378581,NA,1.37255,-0.930231,NA,132,26,0.7,129,19,0.7,3,7,0,4.5,154.5,22.6,-31.8,6.9,129.6,0.92,84.6969,-53.3381,323.5692,-14.9221,487.37,-30.4121,2894.3646,-1.18224,-1.31445,-0.73319,0.60879,0.21178,-0.46696,26.9,58.8,40,-36.9,-108,6,63.8,166.8,34,-1.5166,-0.5299,NA,0.3108,-0.5845,NA,28.9,-27.2,-1.5,-33.1,-97,-1.5,62.08,69.73,0,17,14.4419,96.307,375.122,-2.4592,456.8682,-55.298,388.729,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,47,31.00348,0,0,0,0,0,0,"E"
"16129","yes",-2.015633,-0.935471,NA,-0.272071,0.414397,NA,130,25,-2,129,16,-2,1,9,0,6.7,145.5,48.2,-30.6,3.8,129.6,0.25,210.5493,-70.0957,648.4395,-31.5876,100.4159,15.5941,2356.9559,1.58009,-1.2796,-1.38657,1.46674,-0.50875,-0.27925,-3,67,46,-41.7,-71.8,3,38.73,138.8,43,0.3151,1.4405,NA,-0.9377,1.4352,NA,-18,-46.7,0.3,-56.6,-129.3,0.3,38.57,82.62,0,18,2.9493,37.6826,369.8677,-31.3677,84.2684,-105.6502,495.1021,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,34,11.98309,0,0,0,0,0,0,"E"
"16174","yes",-1.649792,-1.128366,NA,0.005334,-0.20069,NA,145,21,-1.6,141,18,-1.6,4,3,0,1.1,138,1,-34.3,9.5,143,2.71,233.0761,-68.7976,398.8812,-25.7581,44.4809,31.3195,2240.1668,0.50546,-0.88724,-1.34768,0.72554,-0.77816,-0.2203,-6.9,78.1,54,-35.2,-64.2,6,28.26,142.3,48,0.8313,-1.4863,NA,0.8251,0.2051,NA,3.6,-51.9,0.8,-43.3,-113.8,0.8,46.88,61.94,0,16,1.2224,62.2958,779.9193,-27.0064,104.2178,-84.6283,452.6878,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,37,38.25784,0,0,0,0,0,0,"E"
"16210","yes",-1.41305,-1.24183,NA,-0.037647,0.9453,NA,160,17,-1.4,157,16,-1.4,3,1,0,0.2,122.9,0.1,-40.2,0.2,158.6,1.31,161.1026,-78.87,52.038,-24.21,14.1631,52.619,467.9032,-1.49453,-0.78692,-1.09267,0.33019,-0.67989,-0.3572,-18.3,76.4,55,-28.6,9.4,16,10.3,67.02,39,-1.0649,-0.9042,NA,0.0711,0.2183,NA,6.5,-34.8,-1.1,-28,-84.1,-1.1,34.43,49.29,0,17,2.3658,95.5504,267.7926,-9.2991,104.6983,-59.6091,227.31,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,53,13.88158,0,0,0,0,0,0,"E"
"16211","yes",-1.351432,-0.642438,NA,0.214167,-0.457409,NA,-93.3,4,-1.4,-94,2,-1.4,0.7,2,0,0.3,0.8,0.1,7.4,0,-93.3,0,0.6667,49.425,0.0025,-3.6225,0.5554,66.375,0.1292,-1.43333,-1.16958,-0.68368,0.53476,-0.57316,0.71979,-2.9,66.7,38,-63.8,-62.3,7,60.88,129,31,-0.5995,2.1629,NA,-0.0649,-1.6247,NA,21.3,147.1,-0.6,-34.4,28.5,-0.6,55.64,118.65,0,2,0.25,-110.9328,49.1529,-25.4922,107.5802,36.2438,74.6992,-1.286,13.9438,NA,0.1839,3.5998,NA,59.6,171,-1.3,28.5,-179,-1.3,31.1,350,0,27,8.66667,84,30077.33333,59.1,0.32667,-4,39009.33333,"E"
"16323","yes",-1.535312,-0.769979,NA,0.057223,0.375923,NA,-92.7,6,-1.5,-93.7,0,-1.5,1,6,0,2.2,-0.7,49.5,5.7,1.4,-93.2,0.13,40.4842,68.1623,378.2844,-32.5697,412.794,32.2608,1086.1834,-1.41414,0.66654,2.20682,-0.13829,-1.30512,1.4646,-5,62,38,-64.2,-55.6,10,59.23,117.6,28,-0.9827,-0.8636,NA,0.4002,0.3293,NA,97.3,59.6,-1,3.8,12.9,-1,93.43,46.75,0,5,45.2372,95.036,285.4469,44.7927,746.6581,33.1778,145.4919,-1.3483,-1.4414,NA,0.4162,0.1841,NA,54.3,175,-1.3,-2.6,-176,-1.3,56.85,351,0,42,61.1541,-19.88525,20721.33661,20.94967,399.88886,-1.07213,10111.51971,"E"
"16350","yes",-1.629928,-0.28457,NA,-0.130813,0.705637,NA,-91.7,5,-1.6,-93.3,0,-1.6,1.6,5,0,1.7,3.3,33.9,5,3.4,-92.4,0.34,68.1591,81.8563,729.1366,-32.2294,785.7061,19.4725,1902.1059,-1.67764,-1.11902,-0.50592,0.27711,-0.58327,0.62004,7.7,66.4,39,-62.1,-58.8,11,69.8,125.2,28,6.0941,-0.261,NA,0.6079,0.5268,NA,93,147,6.1,-68.8,-70.4,6.1,161.83,217.33,0,14,6.7589,-46.6526,10634.5314,-1.7762,547.1194,15.8535,2605.0761,-1.6289,-1.4962,NA,0.1429,0.3211,NA,44,176,-1.6,4.7,-175,-1.6,39.27,351,0,37,98.04078,-26.52083,22496.16977,22.94104,216.15377,-9.65833,12714.07355,"E"
"16417","yes",-0.738619,-0.563713,NA,-0.719516,0.543836,NA,-90.7,4,-0.7,-92.4,1,-0.7,1.7,3,0,0.9,3.7,32.9,4,0.6,-91.3,0.3,47.4718,78.9489,993.7447,-21.4906,750.3373,42.8664,3447.3635,-1.63247,-0.15381,0.04215,-0.13214,-1.10459,-0.1846,13.5,94.4,38,-61.7,-87.8,9,75.2,182.2,29,-0.7642,-1.5876,NA,-0.7449,0.2991,NA,37,54.8,-0.8,-134.7,-74.7,-0.8,171.75,129.48,0,10,3.6327,-36.2912,7594.8717,-20.5796,2345.4412,-15.4101,2062.8652,-1.3703,0.6869,NA,0.3255,1.2837,NA,45,171,-1.4,7.3,-179,-1.4,37.66,350,0,29,93.78168,-86.48936,16095.08141,24.15745,168.92462,-46.12766,8849.24378,"E"
"16469","yes",-1.130043,-1.105744,NA,0.707967,0.647834,NA,-91.2,5,-1.1,-92.5,1,-1.1,1.3,4,0,2.2,0.9,32.3,4.5,0.6,-92,0.17,55.8784,74.0216,32.5469,-9.2453,488.5266,66.7147,738.72,-1.20835,-0.79135,-1.17081,-0.4635,-0.55153,-0.59936,16.8,99.1,34,-50.2,3.6,10,67,95.55,24,7.5633,0.7182,NA,-2.611,1.2927,NA,40.9,124,7.6,-128.1,-85.5,7.6,169.01,209.43,0,3,8.6149,-49.9601,8511.4002,-4.6242,1058.6646,-17.5064,2335.2916,-1.5654,2.5274,NA,-0.1636,1.7822,NA,45.2,176,-1.6,11.1,-178,-1.6,34.1,354,0,23,54.05255,-96.2549,15155.67373,27.80784,129.55954,-65.56078,8142.21523,"E"
"16498","yes",-1.070393,-1.169459,NA,0.415333,0.491951,NA,-91.7,5,-1.1,-92.2,1,-1.1,0.5,4,0,1.6,1.1,38.2,4.8,0.4,-92,0.03,13.5183,75.8116,37.4377,-14.164,205.4059,61.8535,385.5468,-0.86673,-0.24111,-0.4553,-0.61686,-0.83376,-0.82344,1.8,83.5,23,-44.9,12.4,10,46.72,71.1,13,2.0917,-0.4939,NA,-1.4628,-0.1992,NA,48.4,140.1,2.1,-123.3,-37.2,2.1,171.66,177.25,0,3,21.5681,4.9814,8767.3948,1.0973,1512.9591,43.1733,2244.3634,-1.3232,-0.648,NA,0.3225,-0.7184,NA,48.4,-72.9,-1.3,22.7,-160,-1.3,25.7,87.1,0,24,58.55814,-145.13953,5155.02769,33.46279,67.78715,-100.77442,645.0229,"E"
